videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0040,Positioning suture1,00:09,00:33
RALIHR_surgeon01_fps01_0040,Transitionary Idle2,00:33,00:37
RALIHR_surgeon01_fps01_0040,Mesh positioning1,00:37,00:51
RALIHR_surgeon01_fps01_0040,Transitionary Idle3,00:51,01:02
RALIHR_surgeon01_fps01_0040,Peritoneal scoring1,01:02,02:30
RALIHR_surgeon01_fps01_0040,Preperitoneal dissection1,02:30,08:01
RALIHR_surgeon01_fps01_0040,Reduction of Hernia1,08:01,11:17
RALIHR_surgeon01_fps01_0040,Transitionary Idle4,11:17,11:25
RALIHR_surgeon01_fps01_0040,Mesh placement1,11:25,12:02
RALIHR_surgeon01_fps01_0040,Preperitoneal dissection2,12:02,12:33
RALIHR_surgeon01_fps01_0040,Transitionary Idle5,12:33,12:46
RALIHR_surgeon01_fps01_0040,Peritoneal scoring2,12:46,14:29
RALIHR_surgeon01_fps01_0040,Preperitoneal dissection3,14:29,18:19
RALIHR_surgeon01_fps01_0040,Reduction of Hernia2,18:19,21:30
RALIHR_surgeon01_fps01_0040,Transitionary Idle6,21:30,21:39
RALIHR_surgeon01_fps01_0040,Mesh placement2,21:39,22:16
RALIHR_surgeon01_fps01_0040,Transitionary Idle7,22:16,23:18
RALIHR_surgeon01_fps01_0040,Mesh placement3,23:18,26:33
RALIHR_surgeon01_fps01_0040,Transitionary Idle8,26:33,26:42
RALIHR_surgeon01_fps01_0040,Mesh placement4,26:42,29:13
RALIHR_surgeon01_fps01_0040,Transitionary Idle9,29:13,29:40
RALIHR_surgeon01_fps01_0040,Positioning suture2,29:40,30:37
RALIHR_surgeon01_fps01_0040,Catheter insertion,30:37,31:25
RALIHR_surgeon01_fps01_0040,Positioning suture3,31:25,31:27
RALIHR_surgeon01_fps01_0040,Peritoneal closure1,31:27,36:39
RALIHR_surgeon01_fps01_0040,Positioning suture4,36:39,37:06
RALIHR_surgeon01_fps01_0040,Peritoneal closure2,37:06,41:48
RALIHR_surgeon01_fps01_0040,Positioning suture5,41:48,42:09
RALIHR_surgeon01_fps01_0040,Peritoneal closure3,42:09,43:55
RALIHR_surgeon01_fps01_0040,Positioning suture6,43:55,44:53
RALIHR_surgeon01_fps01_0040,Transitionary Idle10,44:53,45:00
RALIHR_surgeon01_fps01_0041,Transitionary Idle1,00:00,00:13
RALIHR_surgeon01_fps01_0041,Peritoneal scoring1,00:13,02:10
RALIHR_surgeon01_fps01_0041,Preperitoneal dissection1,02:10,06:21
RALIHR_surgeon01_fps01_0041,Reduction of Hernia1,06:21,24:23
RALIHR_surgeon01_fps01_0041,Transitionary Idle2,24:23,24:54
RALIHR_surgeon01_fps01_0041,Out of Body1,24:54,25:53
RALIHR_surgeon01_fps01_0041,Transitionary Idle3,25:53,26:09
RALIHR_surgeon01_fps01_0041,Out of Body2,26:09,26:46
RALIHR_surgeon01_fps01_0041,Transitionary Idle4,26:46,27:15
RALIHR_surgeon01_fps01_0041,Out of body3,27:15,27:41
RALIHR_surgeon01_fps01_0041,Transtiionary Idle5,27:41,27:46
RALIHR_surgeon01_fps01_0041,Out of body4,27:46,28:04
RALIHR_surgeon01_fps01_0041,Transitionary Idle6,28:04,28:16
RALIHR_surgeon01_fps01_0041,Mesh placement1,28:16,34:48
RALIHR_surgeon01_fps01_0041,Transitionary Idle7,34:48,34:59
RALIHR_surgeon01_fps01_0041,Catheter insertion,34:59,35:47
RALIHR_surgeon01_fps01_0041,Transtiionary Idle8,35:47,35:55
RALIHR_surgeon01_fps01_0041,Positioning Suture1,35:55,35:59
RALIHR_surgeon01_fps01_0041,Peritoneal closure1,35:59,40:54
RALIHR_surgeon01_fps01_0041,Positioning Suture2,40:54,41:31
RALIHR_surgeon01_fps01_0041,Transtiionary Idle9,41:31,41:54
RALIHR_surgeon01_fps01_0042,Stationary Idle1,00:00,00:23
RALIHR_surgeon01_fps01_0042,Transitionary Idle1,00:23,00:29
RALIHR_surgeon01_fps01_0042,Mesh positioning1,00:29,00:38
RALIHR_surgeon01_fps01_0042,Transitionary Idle2,00:38,00:41
RALIHR_surgeon01_fps01_0042,Reduction of Hernia1,00:41,01:54
RALIHR_surgeon01_fps01_0042,Mesh positioning2,01:54,02:01
RALIHR_surgeon01_fps01_0042,Transitionary Idle3,02:01,02:12
RALIHR_surgeon01_fps01_0042,Reduction of Hernia2,02:12,02:31
RALIHR_surgeon01_fps01_0042,Transitionary Idle4,02:31,02:38
RALIHR_surgeon01_fps01_0042,Peritoneal scoring1,02:38,06:33
RALIHR_surgeon01_fps01_0042,Preperitoneal dissection1,06:33,11:22
RALIHR_surgeon01_fps01_0042,Reduction of Hernia3,11:22,22:58
RALIHR_surgeon01_fps01_0042,Transitionary Idle5,22:58,23:27
RALIHR_surgeon01_fps01_0042,Out of body1,23:27,23:54
RALIHR_surgeon01_fps01_0042,Transitionary Idle6,23:54,24:00
RALIHR_surgeon01_fps01_0042,Reduction of Hernia4,24:00,29:13
RALIHR_surgeon01_fps01_0042,Transitionary Idle7,29:13,30:14
RALIHR_surgeon01_fps01_0042,Mesh placement1,30:14,34:05
RALIHR_surgeon01_fps01_0042,Transitionary Idle8,34:05,34:15
RALIHR_surgeon01_fps01_0042,Positioning suture1,34:15,34:35
RALIHR_surgeon01_fps01_0042,Peritoneal closure1,34:35,35:59
RALIHR_surgeon01_fps01_0042,Catheter insertion,35:59,37:47
RALIHR_surgeon01_fps01_0042,Peritoneal closure2,37:47,44:08
RALIHR_surgeon01_fps01_0042,Positioning suture2,44:08,46:16
RALIHR_surgeon01_fps01_0042,Out of body2,46:16,46:44
RALIHR_surgeon01_fps01_0042,Positioning suture3,46:44,46:53
RALIHR_surgeon01_fps01_0042,Out of body3,46:53,47:50
RALIHR_surgeon01_fps01_0042,Positioning suture4,47:50,47:54
RALIHR_surgeon01_fps01_0042,Peritoneal closure3,47:54,51:25
RALIHR_surgeon01_fps01_0042,Positioning suture5,51:25,52:09
RALIHR_surgeon01_fps01_0042,Transitionary Idle9,52:09,52:32
RALIHR_surgeon01_fps01_0043,Transitionary Idle1,00:00:00,00:00:05
RALIHR_surgeon01_fps01_0043,Mesh positioning1,00:00:05,00:00:21
RALIHR_surgeon01_fps01_0043,Transitionary Idle2,00:00:21,00:00:24
RALIHR_surgeon01_fps01_0043,Positioning suture1,00:00:24,00:00:54
RALIHR_surgeon01_fps01_0043,Transitionary Idle3,00:00:54,00:01:02
RALIHR_surgeon01_fps01_0043,Mesh positioning2,00:01:02,00:01:27
RALIHR_surgeon01_fps01_0043,Transitionary Idle4,00:01:27,00:02:25
RALIHR_surgeon01_fps01_0043,Peritoneal scoring1,00:02:25,00:04:39
RALIHR_surgeon01_fps01_0043,Preperitoneal dissection1,00:04:39,00:09:42
RALIHR_surgeon01_fps01_0043,Reduction of Hernia1,00:09:42,00:20:11
RALIHR_surgeon01_fps01_0043,Transitionary Idle5,00:20:11,00:20:30
RALIHR_surgeon01_fps01_0043,Mesh placement1,00:20:30,00:25:02
RALIHR_surgeon01_fps01_0043,Transitionary Idle6,00:25:02,00:25:20
RALIHR_surgeon01_fps01_0043,Peritoneal scoring2,00:25:20,00:31:49
RALIHR_surgeon01_fps01_0043,Preperitoneal dissection2,00:31:49,00:43:12
RALIHR_surgeon01_fps01_0043,Reduction of Hernia2,00:43:12,00:50:55
RALIHR_surgeon01_fps01_0043,Transitionary Idle7,00:50:55,00:51:01
RALIHR_surgeon01_fps01_0043,Mesh placement2,00:51:01,01:00:20
RALIHR_surgeon01_fps01_0043,Transitionary Idle8,01:00:20,01:00:28
RALIHR_surgeon01_fps01_0043,Positioning suture2,01:00:28,01:01:39
RALIHR_surgeon01_fps01_0043,Catheter insertion,01:01:39,01:02:10
RALIHR_surgeon01_fps01_0043,Positioning suture3,01:02:10,01:02:17
RALIHR_surgeon01_fps01_0043,Peritoneal closure1,01:02:17,01:03:30
RALIHR_surgeon01_fps01_0043,Positioning suture4,01:03:30,01:04:50
RALIHR_surgeon01_fps01_0043,Peritoneal closure2,01:04:50,01:07:58
RALIHR_surgeon01_fps01_0043,Positioning suture5,01:07:58,01:08:32
RALIHR_surgeon01_fps01_0043,Peritoneal closure3,01:08:32,01:17:29
RALIHR_surgeon01_fps01_0043,Positioning suture6,01:17:29,01:18:19
RALIHR_surgeon01_fps01_0043,Transitionary Idle9,01:18:19,01:18:35
RALIHR_surgeon01_fps01_0043,Positioning suture7,01:18:35,01:18:43
RALIHR_surgeon01_fps01_0043,Transitionary Idle10,01:18:43,01:18:49
RALIHR_surgeon01_fps01_0044,Transitionary Idle1,00:00,00:15
RALIHR_surgeon01_fps01_0044,Mesh positioning1,00:15,00:19
RALIHR_surgeon01_fps01_0044,Transtionary Idle2,00:19,00:23
RALIHR_surgeon01_fps01_0044,Positioning suture1,00:23,00:38
RALIHR_surgeon01_fps01_0044,Transtionary Idle3,00:38,00:53
RALIHR_surgeon01_fps01_0044,Peritoneal scoring1,00:53,02:15
RALIHR_surgeon01_fps01_0044,Preperitoneal dissection1,02:15,07:28
RALIHR_surgeon01_fps01_0044,Reduction of Hernia1,07:28,14:42
RALIHR_surgeon01_fps01_0044,Transitionary Idle4,14:42,15:05
RALIHR_surgeon01_fps01_0044,Mesh placement1,15:05,17:52
RALIHR_surgeon01_fps01_0044,Transitionary Idle5,17:52,18:04
RALIHR_surgeon01_fps01_0044,Positioning suture2,18:04,18:27
RALIHR_surgeon01_fps01_0044,Peritoneal closure1,18:27,22:34
RALIHR_surgeon01_fps01_0044,Positioning suture3,22:34,24:01
RALIHR_surgeon01_fps01_0044,Peritoneal closure2,24:01,25:26
RALIHR_surgeon01_fps01_0044,Transitionary Idle6,25:26,27:08
RALIHR_surgeon01_fps01_0044,Peritoneal closure3,27:08,28:57
RALIHR_surgeon01_fps01_0044,Positioning suture4,28:57,30:39
RALIHR_surgeon01_fps01_0044,Peritoneal closure4,30:39,33:15
RALIHR_surgeon01_fps01_0044,Positioning suture5,33:15,33:19
RALIHR_surgeon01_fps01_0044,Peritoneal closure5,33:19,34:15
RALIHR_surgeon01_fps01_0044,Positioning suture6,34:15,34:52
RALIHR_surgeon01_fps01_0044,Transitionary Idle7,34:52,36:35
RALIHR_surgeon01_fps01_0044,Adhesiolysis1,36:35,38:18
RALIHR_surgeon01_fps01_0044,Transitionary Idle8,38:18,39:57
RALIHR_surgeon01_fps01_0044,Stationary Idle1,39:57,40:53
RALIHR_surgeon01_fps01_0045,Stationary Idle1,00:00,00:24
RALIHR_surgeon01_fps01_0045,Transitionary Idle1,00:24,01:25
RALIHR_surgeon01_fps01_0045,Peritoneal scoring1,01:25,02:52
RALIHR_surgeon01_fps01_0045,Preperitoneal dissection1,02:52,09:52
RALIHR_surgeon01_fps01_0045,Reduction of Hernia1,09:52,15:47
RALIHR_surgeon01_fps01_0045,Transitionary Idle2,15:47,15:55
RALIHR_surgeon01_fps01_0045,Stationary Idle2,15:55,16:08
RALIHR_surgeon01_fps01_0045,Transitionary Idle2,16:08,16:09
RALIHR_surgeon01_fps01_0045,Stationary Idle2,16:09,16:54
RALIHR_surgeon01_fps01_0045,Transitionary Idle3,16:54,17:09
RALIHR_surgeon01_fps01_0045,Mesh placement1,17:09,22:09
RALIHR_surgeon01_fps01_0045,Transitionary Idle4,22:09,22:35
RALIHR_surgeon01_fps01_0045,Catheter insertion,22:35,24:27
RALIHR_surgeon01_fps01_0045,Transitionary Idle5,24:27,24:39
RALIHR_surgeon01_fps01_0045,Positioning suture1,24:39,25:00
RALIHR_surgeon01_fps01_0045,Peritoneal closure1,25:00,27:38
RALIHR_surgeon01_fps01_0045,Positioning suture2,27:38,30:24
RALIHR_surgeon01_fps01_0045,Peritoneal closure2,30:24,41:34
RALIHR_surgeon01_fps01_0045,Positioning suture3,41:34,42:24
RALIHR_surgeon01_fps01_0045,Transitionary Idle,42:24,43:19
RALIHR_surgeon01_fps01_0046,Transitionary Idle1,00:00,00:12
RALIHR_surgeon01_fps01_0046,Mesh positioning1,00:12,00:34
RALIHR_surgeon01_fps01_0046,Transitionary Idle2,00:34,00:39
RALIHR_surgeon01_fps01_0046,Positioning suture1,00:39,00:58
RALIHR_surgeon01_fps01_0046,Transitionary Idle3,00:58,01:35
RALIHR_surgeon01_fps01_0046,Peritoneal scoring1,01:35,03:07
RALIHR_surgeon01_fps01_0046,Preperitoneal dissection1,03:07,06:58
RALIHR_surgeon01_fps01_0046,Reduction of Hernia1,06:58,13:35
RALIHR_surgeon01_fps01_0046,Transitionary Idle4,13:35,13:38
RALIHR_surgeon01_fps01_0046,Mesh placement1,13:38,16:21
RALIHR_surgeon01_fps01_0046,Transitionary Idle5,16:21,16:45
RALIHR_surgeon01_fps01_0046,Peritoneal scoring2,16:45,18:53
RALIHR_surgeon01_fps01_0046,Preperitoneal dissection2,18:53,21:15
RALIHR_surgeon01_fps01_0046,Reduction of Hernia2,21:15,26:10
RALIHR_surgeon01_fps01_0046,Transitionary Idle6,26:10,26:19
RALIHR_surgeon01_fps01_0046,Mesh placement2,26:19,27:04
RALIHR_surgeon01_fps01_0046,Transitionary Idle7,27:04,28:11
RALIHR_surgeon01_fps01_0046,Positioning suture2,28:11,28:24
RALIHR_surgeon01_fps01_0046,Peritoneal closure1,28:24,28:49
RALIHR_surgeon01_fps01_0046,Catheter insertion,28:49,29:33
RALIHR_surgeon01_fps01_0046,Peritoneal closure2,29:33,31:54
RALIHR_surgeon01_fps01_0046,Positioning suture3,31:54,32:09
RALIHR_surgeon01_fps01_0046,Transitionary Idle8,32:09,32:18
RALIHR_surgeon01_fps01_0046,Stationary Idle1,32:18,32:28
RALIHR_surgeon01_fps01_0046,Out of Body1,32:28,32:52
RALIHR_surgeon01_fps01_0046,Stationary Idle2,32:52,33:16
RALIHR_surgeon01_fps01_0046,Transitionary Idle9,33:16,34:09
RALIHR_surgeon01_fps01_0046,Mesh placement3,34:09,39:19
RALIHR_surgeon01_fps01_0046,Transitiionary Idle10,39:19,39:24
RALIHR_surgeon01_fps01_0046,Stationary Idle3,39:24,39:40
RALIHR_surgeon01_fps01_0046,Transitionary Idle11,39:40,39:45
RALIHR_surgeon01_fps01_0046,Positioning suture4,39:45,40:17
RALIHR_surgeon01_fps01_0046,Peritoneal closure3,40:17,54:19
RALIHR_surgeon01_fps01_0046,Positioning suture5,54:19,57:15
RALIHR_surgeon01_fps01_0046,Transitionary Idle12,57:15,57:30
RALIHR_surgeon01_fps01_0047,Transitionary Idle1,00:00,00:30
RALIHR_surgeon01_fps01_0047,Positioning suture1,00:30,00:35
RALIHR_surgeon01_fps01_0047,Transitionary Idle2,00:35,00:53
RALIHR_surgeon01_fps01_0047,Peritoneal scoring1,00:53,02:36
RALIHR_surgeon01_fps01_0047,Preperitoneal dissection1,02:36,09:26
RALIHR_surgeon01_fps01_0047,Reduction of Hernia1,09:26,14:27
RALIHR_surgeon01_fps01_0047,Transitionary Idle3,14:27,16:03
RALIHR_surgeon01_fps01_0047,Positioning suture2,16:03,16:08
RALIHR_surgeon01_fps01_0047,Transitionary Idle4,16:08,18:09
RALIHR_surgeon01_fps01_0047,Positioning suture3,18:09,18:22
RALIHR_surgeon01_fps01_0047,Primary Hernia repair1,18:22,20:10
RALIHR_surgeon01_fps01_0047,Positioning suture4,20:10,20:25
RALIHR_surgeon01_fps01_0047,Transitionary Idle5,20:25,21:12
RALIHR_surgeon01_fps01_0047,Mesh placement1,21:12,28:18
RALIHR_surgeon01_fps01_0047,Transitionary idle6,28:18,28:28
RALIHR_surgeon01_fps01_0047,Catheter insertion1,28:28,29:22
RALIHR_surgeon01_fps01_0047,Transitionary idle7,29:22,29:53
RALIHR_surgeon01_fps01_0047,Positioning suture5,29:53,30:49
RALIHR_surgeon01_fps01_0047,Peritoneal closure1,30:49,31:04
RALIHR_surgeon01_fps01_0047,Positioning suture6,31:04,31:24
RALIHR_surgeon01_fps01_0047,Peritoneal closure2,31:24,32:18
RALIHR_surgeon01_fps01_0047,Positioning suture7,32:18,33:14
RALIHR_surgeon01_fps01_0047,Peritoneal closure3,33:14,41:15
RALIHR_surgeon01_fps01_0047,Positioning suture8,41:15,42:07
RALIHR_surgeon01_fps01_0047,Transitionary idle8,42:07,42:25
RALIHR_surgeon01_fps01_0048,Transitionary Idle1,00:00,00:10
RALIHR_surgeon01_fps01_0048,Positioning suture1,00:10,00:17
RALIHR_surgeon01_fps01_0048,Transitionary Idle2,00:17,00:28
RALIHR_surgeon01_fps01_0048,Peritoneal scoring1,00:28,02:11
RALIHR_surgeon01_fps01_0048,Preperitoneal dissection1,02:11,06:09
RALIHR_surgeon01_fps01_0048,Reduction of Hernia1,06:09,15:00
RALIHR_surgeon01_fps01_0048,Transitionary Idle3,15:00,15:20
RALIHR_surgeon01_fps01_0048,Stationary Idle1,15:20,15:39
RALIHR_surgeon01_fps01_0048,Transitionary Idle4,15:39,15:48
RALIHR_surgeon01_fps01_0048,Mesh placement1,15:48,26:25
RALIHR_surgeon01_fps01_0048,Transtitionary Idle5,26:25,27:13
RALIHR_surgeon01_fps01_0048,Catheter insertion1,27:13,28:12
RALIHR_surgeon01_fps01_0048,Transitionary Idle6,28:12,28:26
RALIHR_surgeon01_fps01_0048,Positioning suture2,28:26,28:51
RALIHR_surgeon01_fps01_0048,Peritoneal closure1,28:51,33:21
RALIHR_surgeon01_fps01_0048,Positioning suture3,33:21,34:15
RALIHR_surgeon01_fps01_0048,Transitionary Idle7,34:15,34:32
RALIHR_surgeon01_fps01_0049,Transitionary Idle1,00:00:00,00:00:11
RALIHR_surgeon01_fps01_0049,Peritoneal scoring1,00:00:11,00:02:19
RALIHR_surgeon01_fps01_0049,Preperitoneal dissection1,00:02:19,00:06:50
RALIHR_surgeon01_fps01_0049,Reduction of Hernia1,00:06:50,00:13:00
RALIHR_surgeon01_fps01_0049,Transitionary Idle2,00:13:00,00:13:04
RALIHR_surgeon01_fps01_0049,Mesh placement1,00:13:04,00:19:30
RALIHR_surgeon01_fps01_0049,Transitionary Idle3,00:19:30,00:19:39
RALIHR_surgeon01_fps01_0049,Mesh positioning1,00:19:39,00:19:47
RALIHR_surgeon01_fps01_0049,Transitionary Idle4,00:19:47,00:19:50
RALIHR_surgeon01_fps01_0049,Positioning suture1,00:19:50,00:20:11
RALIHR_surgeon01_fps01_0049,Transitionary Idle5,00:20:11,00:20:23
RALIHR_surgeon01_fps01_0049,Peritoneal scoring2,00:20:23,00:22:01
RALIHR_surgeon01_fps01_0049,Preperitoneal dissection2,00:22:01,00:26:23
RALIHR_surgeon01_fps01_0049,Reduction of Hernia2,00:26:23,00:34:34
RALIHR_surgeon01_fps01_0049,Transitionary Idle6,00:34:34,00:34:39
RALIHR_surgeon01_fps01_0049,Mesh placement2,00:34:39,00:44:00
RALIHR_surgeon01_fps01_0049,Transitionary Idle7,00:44:00,00:44:22
RALIHR_surgeon01_fps01_0049,Positioning suture2,00:44:22,00:44:54
RALIHR_surgeon01_fps01_0049,Catheter insertion1,00:44:54,00:45:33
RALIHR_surgeon01_fps01_0049,Positioning suture3,00:45:33,00:45:36
RALIHR_surgeon01_fps01_0049,Peritoneal closure1,00:45:36,00:48:20
RALIHR_surgeon01_fps01_0049,Positioning suture4,00:48:20,00:48:48
RALIHR_surgeon01_fps01_0049,Peritoneal closure2,00:48:48,00:59:19
RALIHR_surgeon01_fps01_0049,Positioning suture5,00:59:19,01:01:05
RALIHR_surgeon01_fps01_0049,Transitionary Idle8,01:01:05,01:01:15
RALIHR_surgeon01_fps01_0050,Transitionary Idle1,00:00,00:26
RALIHR_surgeon01_fps01_0050,Peritoneal scoring1,00:26,06:04
RALIHR_surgeon01_fps01_0050,Preperitoneal dissection1,06:04,14:48
RALIHR_surgeon01_fps01_0050,Reduction of Hernia1,14:48,23:57
RALIHR_surgeon01_fps01_0050,Transitionary Idle2,23:57,24:05
RALIHR_surgeon01_fps01_0050,Mesh placement1,24:05,30:29
RALIHR_surgeon01_fps01_0050,Transitionary Idle3,30:29,31:19
RALIHR_surgeon01_fps01_0050,Catheter insertion,31:19,32:00
RALIHR_surgeon01_fps01_0050,Transitionary Idle4,32:00,32:27
RALIHR_surgeon01_fps01_0050,Positioning suture1,32:27,32:52
RALIHR_surgeon01_fps01_0050,Peritoneal closure1,32:52,40:39
RALIHR_surgeon01_fps01_0050,Positioning suture2,40:39,41:15
RALIHR_surgeon01_fps01_0050,Transitionary Idle5,41:15,41:39
RALIHR_surgeon01_fps01_0051,Transitionary Idle1,00:00:00,00:00:09
RALIHR_surgeon01_fps01_0051,Mesh positioning1,00:00:09,00:00:18
RALIHR_surgeon01_fps01_0051,Transitionary Idle2,00:00:18,00:00:21
RALIHR_surgeon01_fps01_0051,Positioning suture1,00:00:21,00:00:39
RALIHR_surgeon01_fps01_0051,Transitionary Idle3,00:00:39,00:01:05
RALIHR_surgeon01_fps01_0051,Peritoneal scoring1,00:01:05,00:02:07
RALIHR_surgeon01_fps01_0051,Preperitoneal dissection1,00:02:07,00:06:41
RALIHR_surgeon01_fps01_0051,Reduction of Hernia1,00:06:41,00:10:59
RALIHR_surgeon01_fps01_0051,Transitionary Idle4,00:10:59,00:11:06
RALIHR_surgeon01_fps01_0051,Mesh placement1,00:11:06,00:16:18
RALIHR_surgeon01_fps01_0051,Transitionary Idle5,00:16:18,00:16:31
RALIHR_surgeon01_fps01_0051,Peritoneal scoring2,00:16:31,00:18:21
RALIHR_surgeon01_fps01_0051,Preperitoneal dissection2,00:18:21,00:21:11
RALIHR_surgeon01_fps01_0051,Reduction of Hernia2,00:21:11,00:27:03
RALIHR_surgeon01_fps01_0051,Transitionary Idle6,00:27:03,00:27:12
RALIHR_surgeon01_fps01_0051,Mesh placement2,00:27:12,00:27:54
RALIHR_surgeon01_fps01_0051,Transitionary Idle7,00:27:54,00:28:40
RALIHR_surgeon01_fps01_0051,Mesh placement3,00:28:40,00:31:23
RALIHR_surgeon01_fps01_0051,Transitionary Idle8,00:31:23,00:31:34
RALIHR_surgeon01_fps01_0051,Mesh placement4,00:31:34,00:32:27
RALIHR_surgeon01_fps01_0051,Transitionary Idle9,00:32:27,00:32:57
RALIHR_surgeon01_fps01_0051,Catheter insertion,00:32:57,00:34:20
RALIHR_surgeon01_fps01_0051,Transitionary Idle10,00:34:20,00:34:29
RALIHR_surgeon01_fps01_0051,Positioning suture1,00:34:29,00:34:32
RALIHR_surgeon01_fps01_0051,Peritoneal closure1,00:34:32,00:46:43
RALIHR_surgeon01_fps01_0051,Positioning suture2,00:46:43,00:49:29
RALIHR_surgeon01_fps01_0051,Peritoneal closure2,00:49:29,01:00:43
RALIHR_surgeon01_fps01_0051,Positioning suture3,01:00:43,01:01:16
RALIHR_surgeon01_fps01_0051,Peritoneal closure3,01:01:16,01:02:19
RALIHR_surgeon01_fps01_0051,Positioning suture4,01:02:19,01:04:22
RALIHR_surgeon01_fps01_0051,Transitionary Idle11,01:04:22,01:04:29
RALIHR_surgeon01_fps01_0052,Transitionary Idle1,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0052,Positioning suture1,00:00:16,00:00:30
RALIHR_surgeon01_fps01_0052,Transitionary Idle2,00:00:30,00:02:13
RALIHR_surgeon01_fps01_0052,Peritoneal scoring1,00:02:13,00:05:07
RALIHR_surgeon01_fps01_0052,Preperitoneal dissection1,00:05:07,00:16:10
RALIHR_surgeon01_fps01_0052,Reduction of Hernia1,00:16:10,00:17:03
RALIHR_surgeon01_fps01_0052,Transitionary Idle3,00:17:03,00:17:16
RALIHR_surgeon01_fps01_0052,Reduction of Hernia1,00:17:16,00:31:59
RALIHR_surgeon01_fps01_0052,Transitionary Idle4,00:31:59,00:32:05
RALIHR_surgeon01_fps01_0052,Out of body1,00:32:05,00:32:44
RALIHR_surgeon01_fps01_0052,Transitionary Idle5,00:32:44,00:32:57
RALIHR_surgeon01_fps01_0052,Reduction of Hernia2,00:32:57,00:45:34
RALIHR_surgeon01_fps01_0052,Transitionary Idle6,00:45:34,00:47:55
RALIHR_surgeon01_fps01_0052,Mesh placement1,00:47:55,00:51:32
RALIHR_surgeon01_fps01_0052,Transitionary Idle7,00:51:32,00:51:37
RALIHR_surgeon01_fps01_0052,Positioning suture2,00:51:37,00:51:44
RALIHR_surgeon01_fps01_0052,Transitionary Idle8,00:51:44,00:52:26
RALIHR_surgeon01_fps01_0052,Catheter insertion,00:52:26,00:53:06
RALIHR_surgeon01_fps01_0052,Transitionary Idle9,00:53:06,00:53:10
RALIHR_surgeon01_fps01_0052,Positioning suture3,00:53:10,00:53:26
RALIHR_surgeon01_fps01_0052,Peritoneal closure1,00:53:26,01:03:47
RALIHR_surgeon01_fps01_0052,Positioning suture2,01:03:47,01:04:46
RALIHR_surgeon01_fps01_0052,Transitionary Idle10,01:04:46,01:05:35
RALIHR_surgeon01_fps01_0052,Positioning suture3,01:05:35,01:06:13
RALIHR_surgeon01_fps01_0052,Peritoneal closure2,01:06:13,01:07:40
RALIHR_surgeon01_fps01_0052,Positioning suture4,01:07:40,01:08:27
RALIHR_surgeon01_fps01_0052,Transitionary Idle11,01:08:27,01:08:40
RALIHR_surgeon01_fps01_0052,Stationary Idle1,01:08:40,01:09:17
RALIHR_surgeon01_fps01_0052,Transitionary Idle12,01:09:17,01:09:31
RALIHR_surgeon01_fps01_0053,Transitionary Idle1,00:00,00:36
RALIHR_surgeon01_fps01_0053,Mesh positioning1,00:36,00:55
RALIHR_surgeon01_fps01_0053,Positioning suture1,00:55,01:15
RALIHR_surgeon01_fps01_0053,Transitionary Idle2,01:15,02:26
RALIHR_surgeon01_fps01_0053,Peritoneal scoring1,02:26,03:49
RALIHR_surgeon01_fps01_0053,Preperitoneal dissection1,03:49,08:01
RALIHR_surgeon01_fps01_0053,Reduction of Hernia1,08:01,13:40
RALIHR_surgeon01_fps01_0053,Transitionary Idle3,13:40,13:49
RALIHR_surgeon01_fps01_0053,Mesh placement1,13:49,18:32
RALIHR_surgeon01_fps01_0053,Transitionary Idle4,18:32,19:05
RALIHR_surgeon01_fps01_0053,Catheter insertion1,19:05,19:36
RALIHR_surgeon01_fps01_0053,Transitionary Idle5,19:36,19:44
RALIHR_surgeon01_fps01_0053,Positioning suture2,19:44,19:46
RALIHR_surgeon01_fps01_0053,Peritoneal closure1,19:46,37:51
RALIHR_surgeon01_fps01_0053,Positioning suture3,37:51,38:31
RALIHR_surgeon01_fps01_0053,Transitionary Idle6,38:31,38:53
RALIHR_surgeon01_fps01_0054,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0054,Positioning suture1,00:08,00:30
RALIHR_surgeon01_fps01_0054,Transitionary Idle2,00:30,00:39
RALIHR_surgeon01_fps01_0054,Peritoneal scoring1,00:39,02:01
RALIHR_surgeon01_fps01_0054,Preperitoneal dissection1,02:01,06:41
RALIHR_surgeon01_fps01_0054,Reduction of Hernia1,06:41,14:21
RALIHR_surgeon01_fps01_0054,Blurry1,14:21,14:36
RALIHR_surgeon01_fps01_0054,Out of body1,14:36,15:01
RALIHR_surgeon01_fps01_0054,Transitionary Idle3,15:01,15:08
RALIHR_surgeon01_fps01_0054,Adhesiolysis1,15:08,15:14
RALIHR_surgeon01_fps01_0054,Transitionary Idle4,15:14,15:23
RALIHR_surgeon01_fps01_0054,Stationary Idle1,15:23,15:37
RALIHR_surgeon01_fps01_0054,Out of body2,15:37,15:57
RALIHR_surgeon01_fps01_0054,Transitionary Idle5,15:57,16:38
RALIHR_surgeon01_fps01_0054,Out of body3,16:38,17:07
RALIHR_surgeon01_fps01_0054,Transitionary Idle6,17:07,17:24
RALIHR_surgeon01_fps01_0054,Reduction of Hernia2,17:24,19:24
RALIHR_surgeon01_fps01_0054,Transitionary Idle7,19:24,19:27
RALIHR_surgeon01_fps01_0054,Mesh placement1,19:27,25:20
